Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Hardware Information on AWS Documentation & Comments
t3.2xlarge,August 2018,8,96,Xeon Platinum 8175M,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,82","12,22","28,64","39,83","4,82","7,70","19,84","31,98","0,0","0,0","0,0","0,0","8,0","17,6","27,9","56,5","79,8",2.5 GHz Intel Scalable Processor
t3a.nano,April 2019,2,96,EPYC 7571,0.5,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,65","6,27","8,49","0,10","0,15","0,20","0,30","0,0","0,0","0,0","0,0","1,7","2,7","4,5","8,1","10,5",2.5 GHz AMD EPYC 7000 Series Processor
t3a.micro,April 2019,2,96,EPYC 7571,1,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,65","6,27","8,49","0,20","0,30","0,40","0,60","0,0","0,0","0,0","0,0","1,7","2,8","4,6","8,3","10,8",2.5 GHz AMD EPYC 7000 Series Processor
t3a.small,April 2019,2,96,EPYC 7571,2,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,65","6,27","8,49","0,40","0,60","0,80","1,20","0,0","0,0","0,0","0,0","1,7","3,0","4,9","8,7","11,4",2.5 GHz AMD EPYC 7000 Series Processor
t3a.medium,April 2019,2,96,EPYC 7571,4,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,65","6,27","8,49","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","1,7","3,4","5,5","9,5","12,6",2.5 GHz AMD EPYC 7000 Series Processor
t3a.large,April 2019,2,96,EPYC 7571,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,65","6,27","8,49","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","1,7","4,2","6,7","11,1","15,0",2.5 GHz AMD EPYC 7000 Series Processor
t3a.xlarge,April 2019,4,96,EPYC 7571,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,30","12,54","16,98","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","3,3","8,5","13,4","22,3","29,9",2.5 GHz AMD EPYC 7000 Series Processor
t3a.2xlarge,April 2019,8,96,EPYC 7571,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,87","10,61","25,08","33,95","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","6,7","16,9","26,9","44,5","59,8",2.5 GHz AMD EPYC 7000 Series Processor
t4g.nano,September 2020,2,64,Graviton2,0.5,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","0,10","0,15","0,20","0,30","0,0","0,0","0,0","0,0","0,9","1,6","2,6","4,7","6,0",Baseline Performance / vCPU 5%
t4g.micro,September 2020,2,64,Graviton2,1,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","0,20","0,30","0,40","0,60","0,0","0,0","0,0","0,0","0,9","1,7","2,7","4,9","6,3",Baseline Performance / vCPU 10%
t4g.small,September 2020,2,64,Graviton2,2,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","0,40","0,60","0,80","1,20","0,0","0,0","0,0","0,0","0,9","1,9","3,0","5,3","6,9",Baseline Performance / vCPU 20%
t4g.medium,September 2020,2,64,Graviton2,4,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","0,9","2,3","3,6","6,1","8,1",Baseline Performance / vCPU 20%
t4g.large,September 2020,2,64,Graviton2,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","0,9","3,1","4,8","7,7","10,5",Baseline Performance / vCPU 30%
t4g.xlarge,September 2020,4,64,Graviton2,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","1,9","6,2","9,7","15,3","21,0",Baseline Performance / vCPU 40%
t4g.2xlarge,September 2020,8,64,Graviton2,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","3,8","12,3","19,3","30,7","42,0",Baseline Performance / vCPU 40%
u-6tb1.metal,September 2018,448,448,Xeon Platinum 8176M,6144,24576,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"159,17","403,23","945,18","1314,43","1228,80","1843,20","2457,60","3686,40","0,0","0,0","0,0","0,0","264,0","1652,0","2510,4","3666,8","5264,8",Intel Xeon Platinum 8176M (Skylake) processors
u-9tb1.metal,September 2018,448,448,Xeon Platinum 8176M,9216,24576,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"159,17","403,23","945,18","1314,43","1843,20","2764,80","3686,40","5529,60","0,0","0,0","0,0","0,0","264,0","2266,4","3432,0","4895,6","7108,0",Intel Xeon Platinum 8176M (Skylake) processors
u-12tb1.metal,September 2018,448,448,Xeon Platinum 8176M,12288,24576,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"159,17","403,23","945,18","1314,43","2457,60","3686,40","4915,20","7372,80","0,0","0,0","0,0","0,0","264,0","2880,8","4353,6","6124,4","8951,2",Intel Xeon Platinum 8176M (Skylake) processors
u-18tb1.metal,May 2019,448,448,Xeon Platinum 8176M,18432,24576,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"159,17","403,23","945,18","1314,43","3686,40","5529,60","7372,80","11059,20","0,0","0,0","0,0","0,0","264,0","4109,6","6196,8","8582,0","12637,6",Intel Xeon Platinum 8176M (Skylake) processors
u-24tb1.metal,May 2019,448,448,Xeon Platinum 8176M,24576,24576,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"159,17","403,23","945,18","1314,43","4915,20","7372,80","9830,40","14745,60","0,0","0,0","0,0","0,0","264,0","5338,4","8040,0","11039,6","16324,0",Intel Xeon Platinum 8176M (Skylake) processors
x1.16xlarge,October 2016,64,128,Xeon E7-8880 v3,976,1952,1 x 1.920 SSD,SSD,2,N/A,N/A,N/A,N/A,"36,19","103,30","212,47","290,83","195,20","292,80","390,40","585,60","0,0","0,0","0,0","0,0","60,0","291,4","456,1","662,9","936,4",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
x1.32xlarge,May 2016,128,128,Xeon E7-8880 v3,1952,1952,2 x 1.920 SSD,SSD,2,N/A,N/A,N/A,N/A,"72,37","206,61","424,94","581,65","390,40","585,60","780,80","1171,20","0,0","0,0","0,0","0,0","120,0","582,8","912,2","1325,7","1872,9",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
x1e.xlarge,November 2017,4,128,Xeon E7-8880 v3,122,3904,1 x 120 SSD,SSD,2,N/A,N/A,N/A,N/A,"2,26","6,46","13,28","18,18","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","3,8","30,4","46,8","65,8","95,1",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
x1e.2xlarge,November 2017,8,128,Xeon E7-8880 v3,244,3904,1 x 240 SSD,SSD,2,N/A,N/A,N/A,N/A,"4,52","12,91","26,56","36,35","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","7,5","60,8","93,6","131,7","190,3",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
x1e.4xlarge,November 2017,16,128,Xeon E7-8880 v3,488,3904,1 x 480 SSD,SSD,2,N/A,N/A,N/A,N/A,"9,05","25,83","53,12","72,71","97,60","146,40","195,20","292,80","0,0","0,0","0,0","0,0","15,0","121,6","187,2","263,3","380,5",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
x1e.8xlarge,November 2017,32,128,Xeon E7-8880 v3,976,3904,1 x 960 SSD,SSD,2,N/A,N/A,N/A,N/A,"18,09","51,65","106,24","145,41","195,20","292,80","390,40","585,60","0,0","0,0","0,0","0,0","30,0","243,3","374,5","526,6","761,0",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
x1e.16xlarge,November 2017,64,128,Xeon E7-8880 v3,1952,3904,1 x 1.920 SSD,SSD,2,N/A,N/A,N/A,N/A,"36,19","103,30","212,47","290,83","390,40","585,60","780,80","1171,20","0,0","0,0","0,0","0,0","60,0","486,6","748,9","1053,3","1522,0",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
x1e.32xlarge,September 2017,128,128,Xeon E7-8880 v3,3904,3904,2 x 1.920 SSD,SSD,2,N/A,N/A,N/A,N/A,"72,37","206,61","424,94","581,65","780,80","1171,20","1561,60","2342,40","0,0","0,0","0,0","0,0","120,0","973,2","1497,8","2106,5","3044,1",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
x2gd.medium,March 2021,1,64,Graviton2,16,1024,1x59 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"0,27","0,75","1,76","2,39","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","0,5","3,9","6,0","8,6","12,5",
x2gd.large,March 2021,2,64,Graviton2,32,1024,1x118 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","0,9","7,9","12,0","17,3","24,9",
x2gd.xlarge,March 2021,4,64,Graviton2,64,1024,1x237 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","1,9","15,8","24,1","34,5","49,8",
x2gd.2xlarge,March 2021,8,64,Graviton2,128,1024,1x475 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","3,8","31,5","48,1","69,1","99,6",
x2gd.4xlarge,March 2021,16,64,Graviton2,256,1024,1x950 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","7,5","63,1","96,2","138,1","199,3",
x2gd.8xlarge,March 2021,32,64,Graviton2,512,1024,1x1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","15,0","126,1","192,5","276,2","398,6",
x2gd.12xlarge,March 2021,48,64,Graviton2,768,1024,2x1425 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","153,60","230,40","307,20","460,80","0,0","0,0","0,0","0,0","22,5","189,2","288,7","414,3","597,9",
x2gd.16xlarge,March 2021,64,64,Graviton2,1024,1024,2x1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","204,80","307,20","409,60","614,40","0,0","0,0","0,0","0,0","30,0","252,2","384,9","552,4","797,2",
x2gd.metal,March 2021,64,64,Graviton2,1024,1024,2x1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","204,80","307,20","409,60","614,40","0,0","0,0","0,0","0,0","30,0","252,2","384,9","552,4","797,2",
z1d.large,July 2018,2,48,Xeon Platinum 8151,16,384,1 x 75 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"2,00","6,17","15,04","18,38","2,08","3,83","7,25","10,67","0,0","0,0","0,0","0,0","4,0","8,1","14,0","26,3","33,0",Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.xlarge,July 2018,4,48,Xeon Platinum 8151,32,384,1 x 150 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"4,00","12,33","30,08","36,75","4,17","7,67","14,50","21,33","0,0","0,0","0,0","0,0","8,0","16,2","28,0","52,6","66,1",Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.2xlarge,July 2018,8,48,Xeon Platinum 8151,64,384,1 x 300 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"8,00","24,67","60,17","73,50","8,33","15,33","29,00","42,67","0,0","0,0","0,0","0,0","16,0","32,3","56,0","105,2","132,2",Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.3xlarge,July 2018,12,48,Xeon Platinum 8151,96,384,1 x 450 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"12,00","37,00","90,25","110,25","12,50","23,00","43,50","64,00","0,0","0,0","0,0","0,0","24,0","48,5","84,0","157,8","198,3",Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.6xlarge,July 2018,24,48,Xeon Platinum 8151,192,384,1 x 900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"24,00","74,00","180,50","220,50","25,00","46,00","87,00","128,00","0,0","0,0","0,0","0,0","48,0","97,0","168,0","315,5","396,5",Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.12xlarge,July 2018,48,48,Xeon Platinum 8151,384,384,2 x 900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"48,00","148,00","361,00","441,00","50,00","92,00","174,00","256,00","0,0","0,0","0,0","0,0","96,0","194,0","336,0","631,0","793,0",Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.metal,July 2018,48,48,Xeon Platinum 8151,384,384,2 x 900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"48,00","148,00","361,00","441,00","50,00","92,00","174,00","256,00","0,0","0,0","0,0","0,0","96,0","194,0","336,0","631,0","793,0",Up to 4.0 GHz Intel Xeon Scalable Processors
cache.t2.micro,July 2014,1,48,Xeon E5-2676 v3,555,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,11","0,17","0,22","0,33","0,0","0,0","0,0","0,0","1,0","1,7","2,9","4,8","6,2",3.3 GHz Intel Scalable Processor
cache.t2.small,July 2014,1,48,Xeon E5-2676 v3,1.55,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,31","0,47","0,62","0,93","0,0","0,0","0,0","0,0","1,0","1,9","3,2","5,2","6,8",3.3 GHz Intel Scalable Processor
cache.t2.medium,July 2014,2,48,Xeon E5-2676 v3,3.22,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,44","7,08","9,69","0,64","0,97","1,29","1,93","0,0","0,0","0,0","0,0","2,0","3,9","6,4","10,4","13,6",3.3 GHz Intel Scalable Processor
cache.t3.micro,August 2018,2,96,Xeon Platinum 8175M,0.5,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,08","0,12","0,31","0,50","0,0","0,0","0,0","0,0","2,0","3,3","5,2","9,5","12,5",2.5 GHz Intel Scalable Processor
cache.t3.small,August 2018,2,96,Xeon Platinum 8175M,1.37,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,21","0,33","0,85","1,37","0,0","0,0","0,0","0,0","2,0","3,4","5,4","10,0","13,3",2.5 GHz Intel Scalable Processor
cache.t3.medium,August 2018,2,96,Xeon Platinum 8175M,3.09,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,47","0,74","1,92","3,09","0,0","0,0","0,0","0,0","2,0","3,7","5,8","11,1","15,0",2.5 GHz Intel Scalable Processor
cache.m3.medium,January 2014,1,32,Xeon E5-2670,3.75,384,1 x 4 (SSD),SSD,1,N/A,N/A,N/A,N/A,"0,87","2,47","5,09","6,97","0,75","1,13","1,50","2,25","0,0","0,0","0,0","0,0","1,4","3,1","5,0","8,0","10,7",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
cache.m4.large,June 2015,2,72,Xeon E5-2686 v4,6.42,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","1,28","1,93","2,57","3,85","0,0","0,0","0,0","0,0","1,6","3,9","6,3","9,9","13,3",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m4.xlarge,June 2015,4,72,Xeon E5-2686 v4,14.28,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","2,86","4,28","5,71","8,57","0,0","0,0","0,0","0,0","3,2","8,0","13,1","20,3","27,4",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m4.2xlarge,June 2015,8,72,Xeon E5-2686 v4,29.7,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","5,94","8,91","11,88","17,82","0,0","0,0","0,0","0,0","6,4","16,3","26,5","41,1","55,5",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m4.4xlarge,June 2015,16,72,Xeon E5-2686 v4,60.78,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"7,77","22,19","45,64","62,47","12,16","18,23","24,31","36,47","0,0","0,0","0,0","0,0","12,9","32,8","53,3","82,8","111,8",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m4.10xlarge,June 2015,40,48,Xeon E5-2676 v3,154.64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"24,12","68,87","141,65","193,88","30,93","46,39","61,86","92,78","0,0","0,0","0,0","0,0","40,0","95,1","155,3","243,5","326,7",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m5.large,November 2017,2,96,Xeon Platinum 8259CL,6.38,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","0,99","1,64","2,94","4,24","0,0","0,0","0,0","0,0","1,8","3,9","6,3","11,1","15,3",Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.xlarge,November 2017,4,96,Xeon Platinum 8259CL,12.93,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","2,01","3,33","5,96","8,58","0,0","0,0","0,0","0,0","3,5","7,8","12,6","22,2","30,6",Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.2xlarge,November 2017,8,96,Xeon Platinum 8259CL,26.04,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","4,05","6,70","12,00","17,29","0,0","0,0","0,0","0,0","7,0","15,6","25,2","44,6","61,4",Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.4xlarge,November 2017,16,96,Xeon Platinum 8259CL,52.26,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","8,13","13,45","24,07","34,70","0,0","0,0","0,0","0,0","14,0","31,2","50,4","89,2","122,9",Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.12xlarge,November 2017,48,96,Xeon Platinum 8259CL,157.12,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","24,43","40,44","72,38","104,32","0,0","0,0","0,0","0,0","42,0","93,8","151,4","267,8","369,0",Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.24xlarge,November 2017,96,96,Xeon Platinum 8259CL,314.32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","48,88","80,90","144,79","208,69","0,0","0,0","0,0","0,0","84,0","187,6","302,8","535,7","738,1",Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m6g.large,December 2019,2,64,Graviton2,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","0,9","3,1","4,8","7,7","10,5",AWS Graviton2 (ARM)
cache.m6g.xlarge,December 2019,4,64,Graviton2,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","1,9","6,2","9,7","15,3","21,0",AWS Graviton2 (ARM)
cache.m6g.2xlarge,December 2019,8,64,Graviton2,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","3,8","12,3","19,3","30,7","42,0",AWS Graviton2 (ARM)
cache.m6g.4xlarge,December 2019,16,64,Graviton2,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","7,5","24,7","38,6","61,3","84,1",AWS Graviton2 (ARM)
cache.m6g.8xlarge,December 2019,32,64,Graviton2,128,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","15,0","49,3","77,3","122,6","168,2",AWS Graviton2 (ARM)
cache.m6g.12xlarge,December 2019,48,64,Graviton2,192,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","38,40","57,60","76,80","115,20","0,0","0,0","0,0","0,0","22,5","74,0","115,9","183,9","252,3",AWS Graviton2 (ARM)
cache.m6g.16xlarge,December 2019,64,64,Graviton2,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","30,0","98,6","154,5","245,2","336,4",AWS Graviton2 (ARM)
cache.r3.2xlarge,April 2014,8,40,Xeon E5-2670 v2,61,244,1 x 160 (SSD),SSD,1,N/A,N/A,N/A,N/A,"5,55","15,84","32,58","44,59","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","9,2","26,9","43,3","66,2","90,4",Intel Xeon Ivy Bridge Processors
cache.r4.large,November 2016,2,72,Xeon E5-2686 v4,12.3,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","2,46","3,69","4,92","7,38","0,0","0,0","0,0","0,0","1,6","5,0","8,1","12,2","16,8",2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.xlarge,November 2016,4,72,Xeon E5-2686 v4,25.05,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","5,01","7,52","10,02","15,03","0,0","0,0","0,0","0,0","3,2","10,2","16,3","24,7","33,9",2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.2xlarge,November 2016,8,72,Xeon E5-2686 v4,50.47,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","10,09","15,14","20,19","30,28","0,0","0,0","0,0","0,0","6,4","20,4","32,7","49,5","68,0",2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.4xlarge,November 2016,16,72,Xeon E5-2686 v4,101.38,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"7,77","22,19","45,64","62,47","20,28","30,41","40,55","60,83","0,0","0,0","0,0","0,0","12,9","40,9","65,5","99,1","136,2",2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.8xlarge,November 2016,32,72,Xeon E5-2686 v4,203.26,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"15,55","44,38","91,28","124,95","40,65","60,98","81,30","121,96","0,0","0,0","0,0","0,0","25,8","82,0","131,1","198,4","272,7",2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.16xlarge,November 2016,64,72,Xeon E5-2686 v4,407,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"31,09","88,76","182,57","249,90","81,40","122,10","162,80","244,20","0,0","0,0","0,0","0,0","51,6","164,0","262,4","396,9","545,7",2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r5.large,July 2018,2,96,Xeon Platinum 8175M,13.07,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","1,97","3,14","8,10","13,06","0,0","0,0","0,0","0,0","2,0","5,2","8,2","17,3","25,0",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.xlarge,July 2018,4,96,Xeon Platinum 8175M,26.32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,41","6,11","14,32","19,92","3,96","6,33","16,32","26,31","0,0","0,0","0,0","0,0","4,0","10,4","16,4","34,6","50,2",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.2xlarge,July 2018,8,96,Xeon Platinum 8175M,52.82,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,82","12,22","28,64","39,83","7,95","12,71","32,75","52,79","0,0","0,0","0,0","0,0","8,0","20,8","32,9","69,4","100,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.4xlarge,July 2018,16,96,Xeon Platinum 8175M,105.81,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,65","24,44","57,28","79,66","15,93","25,46","65,61","105,76","0,0","0,0","0,0","0,0","16,0","41,6","65,9","138,9","201,4",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.12xlarge,July 2018,48,96,Xeon Platinum 8175M,317.77,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"28,94","73,32","171,85","238,99","47,84","76,46","197,03","317,61","0,0","0,0","0,0","0,0","48,0","124,8","197,8","416,9","604,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.24xlarge,July 2018,96,96,Xeon Platinum 8175M,635.61,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"57,88","146,63","343,70","477,98","95,69","152,93","394,11","635,30","0,0","0,0","0,0","0,0","96,0","249,6","395,6","833,8","1209,3",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r6g.large,December 2019,2,64,Graviton2,16,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","0,9","4,7","7,2","10,9","15,3",AWS Graviton2 (ARM)
cache.r6g.xlarge,December 2019,4,64,Graviton2,32,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","1,9","9,4","14,5","21,7","30,6",AWS Graviton2 (ARM)
cache.r6g.2xlarge,December 2019,8,64,Graviton2,64,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","3,8","18,7","28,9","43,5","61,2",AWS Graviton2 (ARM)
